responsable de carga,inventario,n de ficha,titulo,ubicación,sector,sala,caja,SERIES,clasificaci,descripción,dimenciones,materiales,autor,observación,año,fotografia,Fecha de carga,Ancho,Alto,Profundo,diámetro,Estado de conservación,n de inventario anterior,seguimiento,link-fotografias,sobre
E.S.,4193,10712,MONEDA,CAJA 484 - SECTOR Q,23H,sala6,197.0,,numismática,moneda sin distinguirse,"2,1x0,2cm",COBRE,,Presenta depostito de pegamento al frente,,1,2018-08-22,,,,,Regular,,False,,
E.S.,4194,10713,MONEDA,CAJA 484 - SECTOR Q,23H,sala6,197.0,,numismática,moneda sin distinguirse,"2,8x0,2cm diametro",ALUMINIO,,Presenta abrasion al dorso y frente. Presenta deposito de pegamento al frente.,,1,2018-08-22,,,,,Regular,,False,,
E.S.,4195,10714,CONJUNTO DE CUATRO CAÑONES EN MINIATURA,,27T,sala7,245.0,,domesticos,Conjunto de cuatro cañones en miniatura,A) 42x24; B) 42x24cm; C) 42x24cm; D) 42x24cm,MADERA Y METAL,,,,0,2019-03-20,,,,,Regular,,False,,
E.S.,4196,10715,REVISTA CRITERIO,SECTOR P,,,,,documentos texto,Revista Criterio año IV numero 159 del 19 de marzo de 1931 con dibujo en tapa de karl Noisternigg,32x23cm,PAPEL,,La hojas se encuentran sueltas. Presenta sisuras en todas las hoja. Presenta oxidacion en todas las hojas.,,0,2018-08-27,,,,,Malo,,False,,
E.S.,4197,10716,REVISTA CRITERIO,SECTOR P,,,,,documentos texto,Revista Criterio Año IV N° 156 del 26 de febrero de 1931 con ilustraciones de Karl Noisternigg,32x23cm,PAPEL,,La hojas se encuentran sueltas. Presenta sisuras en todas las hoja. Presenta oxidacion en todas las hojas.,,0,2018-08-27,,,,,Malo,,False,,
E.S.,4198,10717,TELEFONO TLF 300 K 02 X,,23B,,124.0,,domesticos,"Telefono de color marron claro CSEA industria argentina

---- tecnología","20x14,5x10cm",PLASTICO Y METAL,,,,0,2018-08-27,,,,,Regular,,False,,
E.S.,4199,10718,calculadora MICRA,,23B,,124.0,Desconocido; Domésticos,domesticos,"sumas y restas mecánicas.
Calculadora","18,5X12X4cm",PLASTICO Y METAL,,,,0,2018-08-27,,,,,Regular,,False,,
E.S.,4200,10719,CAJA REGISTRADORA,,23B,,124.0,,domesticos,"Caja registradora marrón de dismac Industrial SA CGC 04211850/0001-90 modelo 121MPV industria brasileira

-----comercio, matemática, calculadora,",24x16x7cm,PLASTICO Y METAL,,,,0,2018-08-29,,,,,Regular,,False,,
,4201,10720,RECOPILACION FUNDAMENTOS DE LA ENSEÑANZA PRIMARIA,SECTOR 43F,26G,,238.0,,elementos escolares,Recopilacion sobre los fundamentos de la enseñanza primaria sobre material metalico,37x23cm,METAL,,,,1,,,,,,Regular,,False,,
,4202,10721,DICCIONARIO ENCICLOPEDICO,,26G,,238.0,,documentos texto,"Diccionario enciclopedico hispana americano de literatura, ciencias y artes. Tomo quinto primera parte desde cia a contribulado",31x22cm,CARTON Y PAPEL,"montaner y simon editores, barcelona",Presenta oxidacion en las hojas. Se encuentra desmembrado la tapa y hojas del lomo.,,0,2018-09-17,,,,,Malo,,False,,
E.S.,4203,10722,RECORTE SOBRE MUERTE QUINQUELA MARTIN,,22E,,66.0,,documentos texto,Recorte del Diario Popula sobre la muerte de Quinquela Martin del sabado 27 de enero de 1977,"38x28,5cm",PAPEL,DIARIO POPULAR,sabado 29 de enero de 1977,,0,2018-09-17,,,,,Bueno,,False,,
E.S.,4204,10723,REVISTA CANTANDO,,22E,,66.0,,documentos texto,Revista de musica popular de 31 hojas pertenece a la coleccio Elvio Vallejos,"26,3x19,3cm",PAPEL,,,,0,2018-09-17,,,,,Regular,,False,,
E.S.,4205,10724,REVISTA CANTANDO,,22E,,66.0,,documentos texto,Revista de musica popular  pertenece a la colección de Elvio Vallejos,"26,3x19,3cm",PAPEL,,Presenta oxidacion y decoloracion. Presenta cortes en algunas hojas,,0,2018-09-17,,,,,Regular,,False,,
E.S.,4206,10725,REVISTA CANTANDO,,22E,,66.0,,documentos texto,Revista de musica popular  pertenece a la colección de Elvio Vallejos,"26,3x19,3cm",PAPEL,,,,0,2018-09-17,,,,,Regular,,False,,
E.S.,4207,10726,REVISTA CANTANDO,,22E,,66.0,,documentos texto,Revista de musica popular  pertenece a la colección de Elvio Vallejos,"26,3x19,3cm",PAPEL,,,,0,2018-09-17,,,,,Regular,,False,,
E.S.,4208,10727,"CONJUNTO DE ARTICULOS, NOTAS Y CARTAS PERTENECIENTE A ELVIO VALLEJOS",,22E,,66.0,,documentos texto,conjunto de articulos pertenecientes a Elvio Vallejos,30X21cm,PAPEL,,,,0,2018-09-17,,,,,Regular,,False,,
E.S.,4209,10728,REVISTA CANTANDO,,22E,,66.0,,documentos texto,Revista de musica popular  pertenece a la colección de Elvio Vallejos,"26,3x19,3cm",PAPEL,,,,0,2018-09-17,,,,,Regular,,False,,
,4210,10729,"CARPETA ""DIBUJOS ORIGINALES LA VACA CRISPIN, LA OVEJA, EL PALO BORRAHO Y EL TERO Y FLAMENCO VARIOS""",,26G,,238.0,,elementos escolares,"Carpeta contenedora de veinticuatro ilustraciones en papel sobre carton

-----ilustracion, dibujo, animales,  fauna,","34x253,5cm",PAPEL Y CARTON,,,,0,2018-09-17,,,,,Bueno,,False,,
,4211,10730,CARPETA DE ILUSTRACIONES CHACO,,26G,,238.0,,elementos escolares,"Carpeta contenedora de tres ilustraciones sobre mapas y estadisticas de la region chaqueña en papel sobre carton

----ilustracion , datos, chaco, estadistica","53x28,5cm",PAPEL Y CARTON,,,,0,2018-09-17,,,,,Regular,,False,,
,4212,10731,ILUSTRACION EVOLUCION PLAZA DE MAYO,sector 32C caja 625,,,,,elementos escolares,ilustracion de la evolucion territorial de la plaza de mayo¨. A color sobre papel con soporte carton,"42x34x0,3mm",PAPEL Y CARTON,,"Presenta deprendimientos de papel, contenidos en un sobre con la inscripcion¨Edificios de plaza de mayo, S Basile. Presenta marcacion por golpe en la esquina superior derecha e izquierda frontal",,0,2018-09-17,,,,,Malo,,False,,
,4213,10732,ilustracion mapa patagonia,sector 32C caja 625,,,,,ilustraciones,"mapa isometrico argentino a color de neuquen, la pampa, sur de bsas, rionegro chubut, santa cruz, tierra del fuego, islas malvinas. Sin referencias. De cartón. Presenta 4 interfoliado de papel unidos con  cinta adhesiva","31,5x45cmx3mm",CARTON,,Presenta deformacion del cartón. Presenta marcacion por golpe  en las cuatro esquinas. Presenta el sello¨Ministerio de cultura y educacion consejo nacional de educacion ¨ en el papel de interfoliado,,0,2018-09-17,,,,,Bueno,,False,,
,4214,10733,CONJUNTO DE CUATRO ILUSTRACIONES NOROESTE ARGENTINO,sector 32C caja 625,,,,,elementos escolares,"Cuatro ilustraciones de mapas sobre el noroeste argentino, interfoliados. A:Referencia de altura a color con la inscripción en bajo relieve con tinta negra sobre papel¨0-200-500-1000-3000-5000 metros¨ con soporte de cartón. B: Mapa isométrico a color en l","A ( 21x14x0,3cm) B(41,5x30,5x0,3cm)C( 41x30,5x0,3cm)  D(42x30,5x0,3xm). E(41x30x0,3cm)",PAPEL Y CARTON,,A: Presenta faltante de material cartón en el anverso en el sector superior derecho de 5x3cm. B:Presenta abrasión en las cuatro esquinasC: Presenta faltante de capa pictorica en el sector inferior izquierdo frontal.  D: Presenta marcacion por golpe en las esquinas superiores frontal. E:Presenta marcacion por golpe en las esquinas.Presenta 11 manchas de cinta adhesiva en el sector central e inferior del anverso.,,1,2018-09-17,,,,,Regular,,False,,
,4215,10734,CARPETA ILUSTRACION SOBRE PLAZA DE MAYO DEL AÑO 1870,sector 32C caja 625,,,,,elementos escolares,"ILUSTRACION SOBRE PLAZA DE MAYO DEL AÑO 1870. A color sobre papel con soporte carton,","32,2x45,3cm",PAPEL Y CARTON,,Presenta desprendimientos almacenados en un sobre con la inscripcion ¨¨4 Plano plaza de mayo¨D.Suarez¨,,0,2018-09-17,,,,,Malo,,False,,
,4216,10735,BOLETERO,,26H,,243.0,,domesticos,Boletero de color bordo,31x17x10cm,METAL,,Presenta oxidacion en toda la superficie. Hay faltante de tornillos en la parte posterior,,0,2018-09-21,,,,,Malo,,False,,
Jonathan Mayán,4217,10736,Tapiz,SECTOR P,,,,,textiles,tapiz con diseño de escena festiva al aire libre,230x136cm,textil,,"Presenta decoloración generalizada, el borde derecho frontal presenta depósitos de pintura dorada, correspondiente al marco en el que estaba montado, se adjuntan fotografías del montaje anteriór, la presencia de arañas, sujeción con clavos y un refuerzo de tela en el reverso que se removió.La estructura del marco se retiró ya que el contacto de la madera con la tela acidificó las fibras .El ligamento presente es un razo,de fibras natural celulósica.Se adjuntan fotografías.",,1,2018-10-23,,,,,Regular,,False,,
,4218,10737,CANASTON MIMBRE,,24G,,190.0,,domesticos,cesteria de mimbre ovalada,"37,5X24X6,4cm",MIMBRE,,Presenta desprendimiento de las fibras en toda la superficie y decoloración,,0,2018-11-14,,,,,Regular,,False,,
,4219,10738,CONJUNTO DE VASIJAS PEQUEÑAS,,22A,,14.0,,domesticos,Conjunto de siete vasijas pequeñas de ceramica roja,"A) 11,5 diametro x 5,6cm. B) 11,7 diametro x 7,5cm; C) 11,3 diametro x 7cm ; D) 10 diametro x 4,7cm; E) 11 diametro x 6,4cm; F) 4,1 diametro x 2,4cm   ; G)3,5x3,2cm",,,"A) tiene dos asas. Posee deposito de pintura en una de las asas de pintura blanca de 3,7cm. B) posee dos asas. Posee deposito de fibras naturales en su interior. C) posee dos asas. Posee dos manchas en su interior de 1cm de diametro D) Posee 4 asas. E) Posee dos asas.F) Posee dos asas. tiene faltante de material en el borde de 2x0,7cm. G) posee una asa, presenta faltante de material en el borde de 5x2cm aprox",,0,,,,,,,,False,,
,4220,10739,ALCANCIA SAPO,desconocido,24A,,121.0,,domesticos,Alcancia con forma de sapo de color marron en ceramica,12x10x7cm,CERAMICA,,,,0,2018-11-16,,,,,Regular,518,False,,
a.a,4221,10740,La Fotosíntesis,,,sala 1,,Museo Bernasconi,tabla policromada,tabla policromada sobre los procesos de la fotosintesis fondo negro,200x130cm,madera. Pintura,Karl Noisternigg,"presenta un alabeo grave, presenta grietas en la madera y suciedad superficial, y en su reverso tiene una espuma adherida con cinta adhesiva que se debe retirar",,1,2023-01-06,130,200,3,,Regular,,False,,
,4222,10741,VASIJA DE TERRACOTA CON DOS ASAS,,,sala2,,,arqueología,"Vasija de terracota con dos asas naranja, presenta en su base la inscripcion ""3"" de las 10 vasijas donadas",,TERRACOTA,,,,0,,,60,,50,Regular,,False,,
,4223,10742,VASIJA DE CERAMICA ROJA,,,sala2,,,arqueología,"Vasija de terracota con dos asas  roja, presenta en su base la inscripcion ""5"" de las 10 vasijas donadas",,TERRACOTA,,,,0,,,17,,20,Regular,,False,,
,4224,10743,VASIJA DE CERAMICA ROJA CON DOS ASAS,,,sala2,,,arqueología,"Vasija de terracota  con dos asas roja, presenta la incripcion en la basi ""1"" de las 10 vasijas donadas",,TERRACOTA,,,,0,,,47,,33,Regular,,False,,
,4225,10744,VASIJA DE TERRACOTA ROJA,,,sala2,,,arqueología,Vasija de terracota con dos asas  naranja,,TERRACOTA,,,,0,,,23,,37,Regular,,False,,
,4226,10745,VASIJA DE TERRACOTA ROJA CON DOS ASAS,,,sala2,,,arqueología,"Vasija de terracota con dos asas de ceramica roja, presenta en su base la inscripcion ""4"" de las 10 vasijas donadas",,TERRACOTA,,,,0,,,20,,21,Regular,,False,,
,4227,10746,VASIJA DE CERAMICA CON DOS ASAS,,,,,,arqueología,Vasija de terracota con dos asas  naranja,,TERRACOTA,,,,0,,,16,,18,Regular,,False,,
,4228,10747,VASIJA DE TERRACOTA CON MANCHA NEGRA,,8B,,,Desconocido,domesticos,Vasija de terracota con mancha negra y dos asas.,25X39cm diametro,cerámica,,,,1,2018-11-23,,,,,Regular,,False,https://drive.google.com/open?id=1JBAeDmdNF9IHQUo1LytAMwlZX4ziMX3m&authuser=museo.bernasconi%40bue.edu.ar&usp=drive_fs,
,4229,10748,VASIJA SIN ASAS,sector 9B,9B,,,,domesticos,Vasija sin asas con boca de forma irregular y manchas negras en la superficie,62X22cm diametro,TERRACOTA,,"Presenta la inscripcion en base ""donacion sr. Sosa migoya sala 2 total 10""",,0,2018-11-23,,,,,Regular,,False,,
,4230,10749,Cuando la naturaleza hizo los peces,sector 14A,14A,,,,tabla policromada,,74X130,MADERA,,,,0,,,,,,Regular,,False,,
,4231,10750,TRES FOTOGRAFIA DE LOS ANDES,,19F,,,,fotografías,Tres fotografias enmarcadas en vidrio con fotos de la patagonia o los andes,78x23cm,"MADERA, VIDRIO Y PAPEL",,,,1,,,,,,Regular,,False,,
,4232,10751,CONJUNTO DE 24 PIEZAS ZOOMORFAS,,21G,,81.0,,domesticos,"conjunto de 24 piezas zoomorfas de ceracmica, las cuales son copia. Cuatro con la leyenda ""manogasta""; 1 de Lugones; 1 de Tulip Loman; 1 de Quebrachos; 1 de Beltran; 1 las Represas; 7 de Averias; 7 de Chilca. Todas de la provincia de Santiago del Estero",,CERAMICA,,,,0,2018-11-27,,,,,Regular,,False,,
,4233,10752,CONJUNTO DE 20 PIEZAS ZOOMORFAS,,21G,,81.0,,domesticos,"Conjunto de 20 piezas zoomorfas de ceramica, las cuales son copia. 3 de Manogasta; 1 de Tulip Loman; 1 de Quebrachos; 1 de Guayana; 1 de Colonia; 2 de Averias; 1 de Llacta Mauca; 10 de Chilca. Todas de la provincia de Santiago del Estero",,CERAMICA,,,,0,2018-11-27,,,,,Regular,,False,,
,4234,10753,CONJUNTO DE 25 PIEZAS ZOOMORFAS,,21G,,81.0,,domesticos,"Conjunto de 25 piezas zoomorfas de ceramica, las cuales son copia del museo arqueologico de Santiago del Estero. Son de la zona: 3 de manogasta; 1 de Guayana; 1 de Sequia Viaja; 1 de Tulip Loman; 1 de Laguna Muyu; 4 de Colonia; 5 de Averias; 9 de Chilca.",,CERAMICA,,,,0,2018-11-27,,,,,Regular,,False,,
,4235,10754,CONJUNTO DE 24 PIEZAS ZOOMORFAS DE CERAMICA,,21G,,81.0,,domesticos,"Conjunto de 24 piezas de ceramica de forma zoomorfa, las cuales son copia del museo arqueologico de sntiago del estero. Siendo de las regiones: 2 de Llajta Mauca; 1 Las Represas; 2 de Mancapa; 2 de Manogasta; 1 de Quebrachos; 3 de Averias; 7 de Chilca y 6",,CERAMICA,,,,0,2018-11-27,,,,,Regular,,False,,
,4236,10755,CONJUNTO DE 16 PIEZAS ZOOMORFAS,,21G,,81.0,,domesticos,"Connunto de 16 piezas zoomorfas de ceramica, las cuales son copias del museo arqueologico de Santiago del Estero. Siendo de las regiones: 6 de Chilca; 3 de Las Represas, 1 de Mancapa; 1 de Colonia; 1 de Manogasta; 2 de Sequia Vieja y 3 de Tulip Loman",,CERAMICA,,,,0,2018-11-27,,,,,Regular,,False,,
,4237,10756,CONJUNTO DE GEMELOS Y TRES BOTONES DE CUELLO,,21G,,81.0,,domesticos,Conjunto de gemelos y tres botones de cuello dentro de una caja de plastico blanca.,,METAL Y PLASTICO,,,,0,2018-11-27,,,,,Regular,,False,,
vc,4238,10757,Sable con funda,,7B,sala6,,,vestimentas,"Sable con mango y funda metalicas, las mismas presentan oxidación de manera homogenea. Posee una argolla a 3 cm del mango para poder se amarrado a un uniforme.",,acero alemana,"Desconocido, se sosspecha que ingreso en una donación",Posee oxido.,,1,2024-08-13,13,102,11,,Regular,,False,,
,4239,10758,CONJUNTO DE CUATRO ROCAS,,27E,,265.0,,mineralogía,"Cuatro roca sobre base de madera descritas como ""Hulla; Coke; Carbon de leña; y Turba"".","Hulla; 4x2,5x1cm; Coke: 4,5x2,5x1cm; Carbon de Leña: 6x3,5x1,5cm; Turba: 5,5x3,5x0,5cm","HULLA, COKE, CARBON Y TURBA",,,,0,2018-11-27,,,,,Regular,,False,,
,4240,10759,CONJUNTO DE TRES PIEDRAS CON MICA,,21G,,81.0,,mineralogía,Conjunto de tres piedras de distintos tamaños,"A) 3,5x3x1,2cm; B)4x4,5x3,5cm; C) 9,5x6x5cm",,,,,0,2018-11-27,,,,,Regular,,False,,
,4241,10760,FIGURA ZOOMORFA CERAMICA,,21G,,81.0,,domesticos,"Figura zoomorfa de Ceramica con la la leyenda:""Llajta Mauca Santiago del Estero museo arqueologico copia""","9,5x6,5x3cm",CERAMICA,,,,0,2018-11-27,,,,,Regular,,False,,
,4242,10761,FRASCO DE TERRACOTA,,24B,,129.0,,arqueología,Frasco de terracota de origen ingles del siglo XIX,"17,5x8cm diametro",terracota esmaltada,,"Presenta una nota con la leyenda ""frasco de terracota de origen ingles (sigloXIX). Presenta decoloración en la superficie. Tiene manchas negras en la base",,1,2018-12-04,,,,,Regular,,False,,
,4243,10762,FRAGMENTO DE TERRACOTA,,24B,,130.0,,arqueología,"Fragmento de terracota, copia del museo arqueologico de santiago del estero","4,5x3,5x2,5cm",TERRACOTA,,"Presenta la inscripcion ""Averias santiago del estero museo arqueologico copia"". Se percibe que es un desprendimiento de otra pieza",,0,2018-12-04,,,,,Regular,,False,,
,4244,10763,PORTAVELA DE TERRACOTA,,24B,,129.0,,arqueología,Portavela de terracota con dibujo negro en la base,"13,5x6,5cm diametro",TERRACOTA,,"Presenta la inscripcion en la superficie ""Resto Pipa Catamarca"" en rojo. Tiene dibujos negros en la base. Presenta fracturas en la base y boca.",,1,2018-12-04,,,,,Regular,,False,,
,4245,10764,PAJARO PEQUEÑO,,24B,,130.0,,arqueología,Pajaro pequeña de terracota con pintura negra,"4,3x4,3cm diametro",TERRACOTA,,"Presemta la inscripcion ""Laguna muyu santiago del estero museo arqueologico copia"".",,0,2018-12-04,,,,,Regular,,False,,
,4246,10765,FIGURA ZOOMORFA DE TERRACOTA,,24B,,130.0,,arqueología,Figura zoomorfa de terracota de santiago del estero,"5,4x3,9cm diametro",TERRACOTA,,"Presenta la inscripcion en la base "" las represas sgo del estero m arqueologico copia"". Presenta perforaciones en la superficie.",,0,2018-12-04,,,,,Regular,,False,,
,4247,10766,FIGURA DE PAJARO DE TERRACOTA,,24B,sala6,129.0,,arqueología,Figura de pajaro de terracota de santigo del estero,"7,4x6,9cm diametro",TERRACOTA,,"Presenta la inscripcion en la base "" suntichiyoj santiago del estero m. arqueologico copia"".",,1,2018-12-04,,,,,Regular,,False,,
,4248,10767,FIGURA DE ROSTRO DE TERRACOTA,,24B,,129.0,,arqueología,Figura de rostro superior de la cara de terracota,"9,2x11,2cm",TERRACOTA,,"Presenta la inscripcion en la base ""sunchituyoj santiago del estero museo arqueologico copia"".",,1,2018-12-04,,,,,Regular,,False,,
,4249,10768,FIGURA DE ROSTRO SUPERIOR DE TERRACOTA,,24B,,130.0,,arqueología,Figura pequeña de rostro superior de la cara de terracota de santiago del estero,"9,9x5,5cm",TERRACOTA,,"Presenta la inscripcion en la base ""bislin santiago del estero museo arqueologico copia"".",,0,2018-12-04,,,,,Regular,,False,,
,4250,10769,ROSTRO DE TERRACOTA,,24B,,130.0,,arqueología,Rostro de terracota de santiago del estero,"9x6,2cm",TERRACOTA,,"Presenta la inscripcion ""lugones santiago del estero museo arqueologico copia"".",,0,2018-12-04,,,,,Regular,,False,,
,4251,10770,FRAGMENTO DE TERRACOTA,,24B,,130.0,,arqueología,Fragmento de terracota escindido de otra peiza,"5,6x5cm",TERRACOTA,,"Presenta la inscripcion ""laguna  mu santiago del museo arque co"". Se nota que esta escindido de otra pieza, que hubo fractura en la pieza.",,0,2018-12-04,,,,,Regular,,False,,
,4252,10771,FIGURA DE ROSTRO DE TERRACOTA,,24B,,129.0,,arqueología,Figura de rostro superior de la cara de terracota,"11,4x7cm",TERRACOTA,,"Presenta la inscripcion en la base ""blanca pozo santiago del estero museo arqueologico copia"".",,0,2018-12-04,,,,,Regular,,False,,
,4253,10772,FIGURA DE ROSTRO PEQUEÑO SUPERIOR,,24B,,130.0,,arqueología,Figura de rostro pequeño superior de la cara de santiago del estero,"5,8x3,1cm",TERRACOTA,,"Presenta la inscripcion en base ""san antonio santiago del estero museo arqueologico copia"".",,0,2018-12-04,,,,,Regular,,False,,
,4254,10773,FIGURA DE ROSTRO SUPERIOR,,24B,,130.0,,arqueología,Figura de rostro superior de la cara de terracota de santiago del estero,"8,8x6,1cm",TERRACOTA,,"Presenta la inscripcion en la base "" tulio loman santiago del estero museo arqueologico copia"".",,0,2018-12-04,,,,,Regular,,False,,
,4255,10774,FIGURA DE ROSTRO SUPERIOR DE TERRACOTA,,24B,,129.0,,arqueología,Figura de rostro superior de terracota,"10x6,2cm",TERRACOTA,,"Presenta la inscripcion en la base ""sunchituyoj santiago del estero museo arqueologico copia"".",,1,2018-12-04,,,,,Regular,,False,,
,4256,10775,POCILLO,,24B,,129.0,,arqueología,Pocillo de terracota pequeño,"4,6x7,8cm diametro",ARCILLA COCIDA,,"Se encuentra fracturada. Presenta faltante de material para completar la pieza. Presenta dos perforaciones en la base. Tiene una etiqueta pegada con la inscripcion ""alfarería trabajo hecho en arcilla cocida"".",,0,2018-12-04,,,,,Regular,,False,,
,4257,10776,PAJARO DE TERRACOTA,,24B,,129.0,,arqueología,Figura de pajaro de terracota de santigo del estero,"6,9X5,6cm",TERRACOTA,,"Presenta la inscripcion en la base ""sunchituyoj santiago del estero museo arqueologico copia"".",,1,2018-12-04,,,,,Regular,,False,,
,4258,10777,PAJARO DE TERRACOTA,,24B,,130.0,,arqueología,Figura de pajaro de terracota de santigo del estero,"7,2x4,6cm diametro",TERRACOTA,,Presenta decoloracion en la superficien,,0,2018-12-04,,,,,Regular,,False,,
,4259,10778,PAJARO DE TERRACOTA,,24B,,129.0,,arqueología,Figura de pajaro de terracota de santigo del estero,"11,5X3cm",TERRACOTA,,"Presenta la inscripcion ""las represas santiago del estero museo arqueologico copia"".",,1,2018-12-04,,,,,Regular,,False,,
,4260,10779,PAJARO PEQUEÑO DE TERRACOTA,,24B,,129.0,,arqueología,Figura de pajaro pequelo de terracota de santiago del estero,"5,2x1,3cm",TERRACOTA,,"Presenta la inscripcion ""mancapa santiago del estero m. arqueologico copia"".",,1,2018-12-04,,,,,Regular,,False,,
